

fn-[read_pidns] buf : pid:[4026531836]  result: 16 
fn-[read_pidns] host_pidns: 4026531836 
 
TIME     EVENT COMM             PID     CPUUSAGE  MEMUSAGE
15:37:54 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:55 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:56 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kdevtmpfsi       7572    
15:37:57 MINER kinsing          7237    
15:37:57 CONN   kinsing          7237               185.154.53.140 4026532306
15:37:57 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:58 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:37:59 MINER kdevtmpfsi       7572    
15:37:59 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:00 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:01 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:02 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 MINER kdevtmpfsi       7572    
15:38:03 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kdevtmpfsi       7572    
15:38:04 MINER kinsing          7237    
15:38:04 CONN   kinsing          7237               185.154.53.140 4026532306
15:38:04 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 CLOCK  kdevtmpfsi       7572    500.000000% 59.803112%
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:05 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:06 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 MINER kdevtmpfsi       7572    
15:38:07 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:08 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 MINER kdevtmpfsi       7572    
15:38:09 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 CLOCK  kdevtmpfsi       7572    200.000000% 59.803112%
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:10 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 CLOCK  kdevtmpfsi       7572    800.000000% 59.803112%
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 CLOCK  kdevtmpfsi       7572    400.000000% 59.803112%
15:38:11 MINER kdevtmpfsi       7572    
15:38:11 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
15:38:12 MINER kdevtmpfsi       7572    
